country_id,month_id,country,gwcode,isoab,year,month,surrogate_mean_dem_ln,surrogate_mean_imr,surrogate_mean_pop_ln,surrogate_mean_imr_ln,surrogate_mean_pop,main_mean,main_dich,surrogate_mean_dem,surrogate_mean_nch_ln,surrogate_mean_ch,main_mean_ln,surrogate_mean_ch_ln,surrogate_mean_nch
12,567,Paraguay,150,PRY,2027,3,0.6409,0.4987,0.3063,0.4046,0.3584,0.0202,0.0073,0.8981,0.3341,0.1544,0.02,0.1436,0.3967
13,567,Peru,135,PER,2027,3,0.3122,0.4429,0.9909,0.3667,1.6936,0.5371,0.0136,0.3664,1.9116,0.1544,0.4299,0.1436,5.7639
14,567,Uruguay,165,URY,2027,3,0.0544,0.2145,0.2048,0.1943,0.2273,0.004,0.0071,0.0559,0.3341,0.1544,0.004,0.1436,0.3967
16,567,Guatemala,90,GTM,2027,3,0.3652,0.6058,0.615,0.4736,0.8497,0.1449,0.0087,0.4409,0.3341,0.1544,0.1353,0.1436,0.3967
17,567,Mexico,70,MEX,2027,3,1.2109,0.3568,2.1958,0.3051,7.9869,5.8266,0.1208,2.3564,0.1235,7.9807,1.9208,2.1951,0.1315
18,567,Barbados,53,BRB,2027,3,0.1392,0.3131,0.1134,0.2724,0.12,0.0027,0.0071,0.1493,0.1236,0.1544,0.0027,0.1436,0.1316
19,567,Dominica,54,DMA,2027,3,0.2338,1.447,0.1069,0.8949,0.1128,0.0081,0.0072,0.2634,0.1236,0.1544,0.008,0.1436,0.1316
20,567,Grenada,55,GRD,2027,3,0.2338,0.5584,0.1084,0.4437,0.1145,0.0059,0.0072,0.2634,0.1236,0.1544,0.0059,0.1436,0.1316
21,567,St. Lucia,56,LCA,2027,3,0.2338,0.4704,0.1103,0.3855,0.1166,0.0028,0.0071,0.2634,0.1236,0.1544,0.0028,0.1436,0.1316
22,567,St. Vincent and the Grenadines,57,VCT,2027,3,0.2338,0.3302,0.1079,0.2853,0.114,0.0047,0.0071,0.2634,0.1236,0.1544,0.0047,0.1436,0.1316
23,567,Dominican Republic,42,DOM,2027,3,0.4166,1.1326,0.431,0.7573,0.5388,0.2009,0.0094,0.5168,0.3341,0.1544,0.183,0.1436,0.3967
24,567,Haiti,41,HTI,2027,3,1.1261,2.0489,0.4404,1.1148,0.5533,13.2282,0.2986,2.0835,0.1236,17.6672,2.6552,2.9268,0.1316
25,567,Jamaica,51,JAM,2027,3,0.1283,0.6221,0.1888,0.4837,0.2079,0.1054,0.0083,0.1368,0.1236,0.1544,0.1002,0.1436,0.1316
26,567,Bahamas,31,BHS,2027,3,0.2338,0.3751,0.1169,0.3185,0.124,0.0028,0.0071,0.2634,0.1236,0.1544,0.0028,0.1436,0.1316
27,567,Belize,80,BLZ,2027,3,0.2338,0.3568,0.1174,0.3051,0.1245,0.0393,0.0075,0.2634,0.3341,0.1544,0.0386,0.1436,0.3967
28,567,Colombia,100,COL,2027,3,0.2205,0.3598,1.3644,0.3073,2.9133,24.2357,0.5067,0.2467,1.5533,14.8161,3.2283,2.761,3.727
29,567,Costa Rica,94,CRI,2027,3,0.0297,0.3103,0.2551,0.2702,0.2907,0.0081,0.0072,0.0302,0.1236,0.1544,0.0081,0.1436,0.1316
30,567,Cuba,40,CUB,2027,3,0.9333,0.2413,0.4188,0.2162,0.5201,0.0132,0.0072,1.5429,0.1236,0.1544,0.0131,0.1436,0.1316
31,567,El Salvador,92,SLV,2027,3,1.2056,0.3103,0.2896,0.2702,0.3359,0.0739,0.0079,2.3388,0.1236,0.1544,0.0713,0.1436,0.1316
32,567,Honduras,91,HND,2027,3,0.6659,0.4362,0.4146,0.362,0.5137,0.0692,0.0079,0.9463,0.1236,0.1544,0.0669,0.1436,0.1315
33,567,Nicaragua,93,NIC,2027,3,0.5195,0.3419,0.306,0.2941,0.358,0.1131,0.0084,0.6811,0.1236,0.1544,0.1072,0.1436,0.1316
34,567,Panama,95,PAN,2027,3,0.1968,0.3508,0.2375,0.3007,0.2681,0.0077,0.0072,0.2175,0.3341,0.1544,0.0077,0.1436,0.3967
35,567,Antigua and Barbuda,58,ATG,2027,3,0.2338,0.2591,0.1077,0.2304,0.1137,0.0061,0.0072,0.2634,0.1236,0.1544,0.006,0.1436,0.1316
36,567,St. Kitts and Nevis,60,KNA,2027,3,0.2338,0.4704,0.1063,0.3855,0.1122,0.0062,0.0072,0.2634,0.1236,0.1544,0.0062,0.1436,0.1316
37,567,Iceland,395,ISL,2027,3,0.0626,0.1357,0.117,0.1272,0.1241,0.0037,0.0071,0.0646,0.1236,0.1544,0.0037,0.1436,0.1316
38,567,Ireland,205,IRL,2027,3,0.0188,0.1669,0.2623,0.1543,0.2999,0.0639,0.0078,0.019,0.1236,0.1544,0.0619,0.1436,0.1315
39,567,United Kingdom,200,GBR,2027,3,0.0685,0.18,1.6321,0.1655,4.1144,0.0089,0.0072,0.0709,0.1236,0.1544,0.0089,0.1436,0.1316
40,567,Cape Verde,402,CPV,2027,3,0.1537,0.3628,0.1206,0.3096,0.1282,0.0036,0.0071,0.1662,0.1236,0.1544,0.0036,0.1436,0.1316
41,567,Cote d'Ivoire,437,CIV,2027,3,1.2109,2.7198,0.94,1.3137,1.5601,0.0984,0.0082,2.3564,1.1015,0.1544,0.0938,0.1436,2.0087
42,567,Ghana,452,GHA,2027,3,0.211,1.1204,0.9955,0.7516,1.7061,0.2066,0.0094,0.2349,1.1073,0.1544,0.1878,0.1436,2.0263
43,567,Liberia,450,LBR,2027,3,0.5763,3.509,0.269,1.5061,0.3086,0.0131,0.0072,0.7794,0.1218,0.1544,0.013,0.1436,0.1295
45,567,Portugal,235,PRT,2027,3,0.0694,0.15,0.4112,0.1397,0.5086,0.0029,0.0071,0.0719,0.1236,0.1544,0.0029,0.1436,0.1315
46,567,Spain,230,ESP,2027,3,0.0746,0.15,1.2891,0.1397,2.6294,0.01,0.0072,0.0775,0.1236,0.1544,0.01,0.1436,0.1316
47,567,Burkina Faso,439,BFA,2027,3,1.3478,2.5127,0.7434,1.2564,1.1031,200.0439,0.9609,2.849,2.36,154.9141,5.3035,5.0493,9.5912
48,567,Guinea,438,GIN,2027,3,1.0982,5.0012,0.5201,1.792,0.6822,0.1278,0.0085,1.9987,0.3469,0.1544,0.1203,0.1436,0.4147
49,567,Guinea-Bissau,404,GNB,2027,3,1.3794,2.3288,0.1702,1.2026,0.1855,0.0261,0.0074,2.9726,0.1204,0.1544,0.0258,0.1436,0.128
50,567,Mali,432,MLI,2027,3,1.3775,4.2963,0.766,1.667,1.1511,183.3718,0.9556,2.9651,1.7801,93.3399,5.217,4.5469,4.9306
52,567,Senegal,433,SEN,2027,3,0.3831,1.2464,0.6174,0.8093,0.8542,0.0736,0.0079,0.4669,0.6465,0.1544,0.071,0.1436,0.9089
53,567,Sierra Leone,451,SLE,2027,3,0.8132,4.0631,0.3544,1.622,0.4253,0.0181,0.0073,1.2551,0.1234,0.1544,0.0179,0.1436,0.1314
54,567,The Gambia,420,GMB,2027,3,0.2866,1.4988,0.1865,0.9158,0.2051,0.0107,0.0072,0.3319,0.1205,0.1544,0.0106,0.1436,0.128
55,567,Djibouti,522,DJI,2027,3,1.3268,2.4685,0.1397,1.2437,0.1499,0.1002,0.0082,2.769,1.1398,0.1544,0.0955,0.1436,2.1262
56,567,Eritrea,531,ERI,2027,3,0.3752,0.9648,0.2091,0.6754,0.2326,0.0869,0.0081,0.4553,1.1033,0.1544,0.0834,0.1436,2.014
57,567,Ethiopia,530,ETH,2027,3,1.2368,1.6463,2.2004,0.9731,8.0287,215.0434,0.9649,2.4447,2.3616,118.7631,5.3755,4.7855,9.6077
58,567,Mongolia,712,MNG,2027,3,0.6367,0.3751,0.2088,0.3185,0.2322,0.0219,0.0073,0.8903,0.3507,0.1544,0.0217,0.1436,0.42
60,567,Iraq,645,IRQ,2027,3,1.2826,0.7302,1.236,0.5482,2.442,18.7156,0.4128,2.606,2.2967,4.5624,2.9814,1.716,8.9409
62,567,Jordan,663,JOR,2027,3,1.1272,0.4002,0.4344,0.3366,0.544,0.31,0.0107,2.0871,2.345,0.1544,0.27,0.1436,9.4333
63,567,Kazakhstan,705,KAZ,2027,3,1.3584,0.2669,0.6703,0.2366,0.9549,0.0452,0.0076,2.8901,0.6152,0.1544,0.0442,0.1436,0.8501
64,567,Norway,385,NOR,2027,3,0.0165,0.1357,0.2678,0.1272,0.3071,0.0038,0.0071,0.0166,0.3341,0.1544,0.0038,0.1436,0.3967
65,567,Russia,365,RUS,2027,3,0.9426,0.1734,2.2338,0.1599,8.3352,49.613,0.749,1.5667,0.7401,40.0606,3.9242,3.715,1.0961
66,567,Sweden,380,SWE,2027,3,0.0155,0.1377,0.4076,0.129,0.5032,0.0061,0.0072,0.0156,0.1236,0.1544,0.0061,0.1436,0.1316
67,567,Algeria,615,DZA,2027,3,1.3111,0.6813,1.251,0.5196,2.4939,0.6072,0.0146,2.7102,2.3674,0.1544,0.4745,0.1436,9.6697
69,567,Cameroon,471,CMR,2027,3,1.3687,2.1359,0.8759,1.1429,1.401,27.7233,0.5561,2.9304,1.8765,11.1152,3.3577,2.4945,5.5307
70,567,Central African Republic,482,CAF,2027,3,1.2465,4.7939,0.2609,1.7568,0.2981,6.6869,0.1416,2.4782,2.304,0.1544,2.0395,0.1436,9.0138
73,567,Tunisia,616,TUN,2027,3,1.1865,0.3508,0.454,0.3007,0.5746,0.2321,0.0097,2.2757,0.5185,0.1544,0.2087,0.1436,0.6795
74,567,Benin,434,BEN,2027,3,0.897,2.6961,0.5124,1.3073,0.6693,3.4777,0.0669,1.4521,2.359,0.1544,1.4991,0.1436,9.5799
76,567,Equatorial Guinea,411,GNQ,2027,3,0.8752,3.0294,0.1611,1.3936,0.1748,0.0175,0.0073,1.3993,0.3341,0.1544,0.0174,0.1436,0.3967
77,567,Kiribati,970,KIR,2027,3,0.2338,1.9925,0.1089,1.0961,0.1151,0.0052,0.0071,0.2634,0.1236,0.1544,0.0052,0.1436,0.1316
78,567,Niger,436,NER,2027,3,1.3773,6.2324,0.827,1.9786,1.2865,58.7518,0.7937,2.9642,1.7669,34.3812,4.0902,3.5662,4.8529
79,567,Nigeria,475,NGA,2027,3,0.9581,4.7386,1.9172,1.7472,5.802,377.7354,0.9848,1.6067,2.3345,187.4408,5.9368,5.2388,9.3245
80,567,Sao Tome and Principe,403,STP,2027,3,0.2128,0.3159,0.112,0.2745,0.1185,0.0052,0.0071,0.2371,0.1236,0.1544,0.0052,0.1436,0.1316
81,567,Togo,461,TGO,2027,3,1.3826,1.6624,0.3786,0.9792,0.4602,1.3778,0.0264,2.9853,1.1008,0.1544,0.8662,0.1436,2.0067
82,567,Albania,339,ALB,2027,3,0.6082,0.2855,0.1852,0.2511,0.2035,0.0089,0.0072,0.837,0.1227,0.1544,0.0088,0.1436,0.1305
83,567,Bosnia and Herzegovina,346,BIH,2027,3,0.8397,0.2097,0.1983,0.1904,0.2194,0.0076,0.0072,1.3156,0.1227,0.1544,0.0076,0.1436,0.1306
84,567,Croatia,344,HRV,2027,3,0.1727,0.1778,0.2187,0.1636,0.2445,0.0197,0.0073,0.1885,0.1227,0.1544,0.0195,0.1436,0.1306
85,567,Italy,325,ITA,2027,3,0.1104,0.1438,1.4706,0.1343,3.3519,0.0064,0.0072,0.1167,0.1236,0.1544,0.0064,0.1436,0.1316
86,567,Macedonia,343,MKD,2027,3,0.6999,0.1541,0.1581,0.1434,0.1713,0.0069,0.0072,1.0135,0.1224,0.1544,0.0068,0.1436,0.1303
87,567,Malta,338,MLT,2027,3,0.1614,0.1981,0.1221,0.1807,0.1298,0.0023,0.0071,0.1752,0.1236,0.1544,0.0023,0.1436,0.1316
89,567,Bulgaria,355,BGR,2027,3,0.2849,0.2027,0.2926,0.1846,0.3399,0.0096,0.0072,0.3296,0.2109,0.1544,0.0096,0.1436,0.2347
90,567,Cyprus,352,CYP,2027,3,0.1524,0.1562,0.1453,0.1452,0.1564,0.0021,0.0071,0.1647,0.1236,0.1544,0.0021,0.1436,0.1316
92,567,Georgia,372,GEO,2027,3,0.9014,0.2774,0.2132,0.2449,0.2376,0.0628,0.0078,1.4629,1.7577,0.1544,0.0609,0.1436,4.7994
93,567,Greece,350,GRC,2027,3,0.2032,0.1626,0.4026,0.1507,0.4958,0.0057,0.0072,0.2253,0.2099,0.1544,0.0057,0.1436,0.2335
94,567,Lebanon,660,LBN,2027,3,1.335,0.5318,0.2745,0.4265,0.3158,8.6708,0.1902,2.7999,1.1008,26.5483,2.2691,3.3159,2.0067
96,567,Turkey,640,TUR,2027,3,1.3144,0.3075,1.8469,0.2681,5.3404,3.2768,0.0626,2.7225,2.3618,0.1544,1.4532,0.1436,9.6101
97,567,Austria,305,AUT,2027,3,0.0601,0.15,0.3693,0.1397,0.4467,0.0097,0.0072,0.0619,0.1236,0.1544,0.0097,0.1436,0.1316
98,567,Czech Republic,316,CZE,2027,3,0.0237,0.1397,0.4161,0.1308,0.5161,0.0092,0.0072,0.024,0.1236,0.1544,0.0092,0.1436,0.1316
99,567,Denmark,390,DNK,2027,3,0.021,0.1583,0.2793,0.147,0.3223,0.0035,0.0071,0.0212,0.1236,0.1544,0.0035,0.1436,0.1316
100,567,Hungary,310,HUN,2027,3,0.9451,0.1626,0.3799,0.1507,0.4621,0.0585,0.0077,1.573,0.3355,0.1544,0.0568,0.1436,0.3987
101,567,Poland,290,POL,2027,3,0.1746,0.1734,1.0417,0.1599,1.8341,0.0782,0.008,0.1908,1.1009,0.1544,0.0753,0.1436,2.0068
102,567,Slovakia,317,SVK,2027,3,0.1968,0.205,0.2635,0.1865,0.3015,0.0137,0.0072,0.2175,0.3341,0.1544,0.0136,0.1436,0.3967
103,567,Slovenia,349,SVN,2027,3,0.1727,0.1337,0.168,0.1255,0.1829,0.0189,0.0073,0.1885,0.1236,0.1544,0.0187,0.1436,0.1316
104,567,Belgium,211,BEL,2027,3,0.0297,0.1583,0.4432,0.147,0.5576,0.0054,0.0071,0.0302,0.1236,0.1544,0.0054,0.1436,0.1316
105,567,France,220,FRA,2027,3,0.0332,0.1669,1.6215,0.1543,4.0609,0.0114,0.0072,0.0338,0.1236,0.1544,0.0114,0.1436,0.1315
107,567,Luxembourg,212,LUX,2027,3,0.0438,0.1377,0.1251,0.129,0.1333,0.0029,0.0071,0.0448,0.1236,0.1544,0.0029,0.1436,0.1316
108,567,Netherlands,210,NLD,2027,3,0.0609,0.169,0.6044,0.1562,0.8302,0.0047,0.0071,0.0628,0.1236,0.1544,0.0046,0.1436,0.1316
109,567,Switzerland,225,CHE,2027,3,0.0153,0.169,0.3653,0.1562,0.4409,0.0039,0.0071,0.0154,0.1236,0.1544,0.0039,0.1436,0.1316
110,567,Belarus,370,BLR,2027,3,0.7347,0.1357,0.368,0.1272,0.4449,0.1019,0.0082,1.0849,1.1008,0.1544,0.097,0.1436,2.0067
111,567,Estonia,366,EST,2027,3,0.0151,0.1297,0.1457,0.122,0.1569,0.0016,0.0071,0.0152,0.3341,0.1544,0.0016,0.1436,0.3967
112,567,Finland,375,FIN,2027,3,0.0314,0.1337,0.2697,0.1255,0.3095,0.0056,0.0072,0.0319,0.3341,0.1544,0.0056,0.1436,0.3967
113,567,Latvia,367,LVA,2027,3,0.0576,0.1479,0.1602,0.1379,0.1737,0.0009,0.0071,0.0593,0.3341,0.1544,0.0009,0.1436,0.3967
114,567,Lithuania,368,LTU,2027,3,0.0844,0.1541,0.1903,0.1434,0.2096,0.0027,0.0071,0.0881,0.3341,0.1544,0.0027,0.1436,0.3967
115,567,Moldova,359,MDA,2027,3,0.2689,0.4429,0.1757,0.3667,0.1921,0.0085,0.0072,0.3085,0.3341,0.1544,0.0085,0.1436,0.3967
116,567,Romania,360,ROU,2027,3,0.4316,0.2121,0.6319,0.1924,0.8812,0.0345,0.0075,0.5397,0.3355,0.1544,0.0339,0.1436,0.3986
117,567,Ukraine,369,UKR,2027,3,1.2682,0.2721,1.0696,0.2407,1.9143,348.22,0.9828,2.5544,0.3341,334.8365,5.8557,5.8166,0.3967
118,567,Maldives,781,MDV,2027,3,0.5049,0.2027,0.1207,0.1846,0.1283,0.0048,0.0071,0.6568,0.1236,0.1544,0.0048,0.1436,0.1316
119,567,Oman,698,OMN,2027,3,1.3687,0.2882,0.2595,0.2532,0.2963,0.1351,0.0086,2.9304,1.028,0.1544,0.1267,0.1436,1.7955
120,567,Somalia,520,SOM,2027,3,1.3405,6.3233,0.6304,1.9911,0.8783,437.1323,0.9878,2.821,1.1033,124.3917,6.0825,4.8314,2.014
121,567,Sri Lanka,780,LKA,2027,3,0.3264,0.2097,0.7033,0.1904,1.0204,0.0354,0.0075,0.386,0.1236,0.1544,0.0348,0.1436,0.1316
122,567,Turkmenistan,701,TKM,2027,3,0.6994,1.3131,0.3223,0.8386,0.3803,0.0427,0.0076,1.0125,1.1042,0.1544,0.0418,0.1436,2.0168
123,567,Uzbekistan,704,UZB,2027,3,1.1192,0.4164,1.0376,0.3481,1.8224,0.0658,0.0078,2.0625,1.3451,0.1544,0.0637,0.1436,2.8385
124,567,Yemen,678,YEM,2027,3,0.8549,1.5673,1.1266,0.9429,2.0851,162.8359,0.9473,1.3511,0.2887,30.504,5.0989,3.4501,0.3347
125,567,Armenia,371,ARM,2027,3,0.5379,0.3019,0.1945,0.2638,0.2147,0.3285,0.0109,0.7124,1.3634,0.1544,0.284,0.1436,2.9095
126,567,Azerbaijan,373,AZE,2027,3,0.9239,0.4362,0.3975,0.362,0.4881,0.6654,0.0154,1.5191,2.0766,0.1544,0.5101,0.1436,6.9769
127,567,Bahrain,692,BHR,2027,3,0.9048,0.2565,0.1521,0.2283,0.1643,0.0209,0.0073,1.4714,0.1236,0.1544,0.0207,0.1436,0.1316
128,567,Iran,630,IRN,2027,3,1.2056,0.3538,1.9141,0.3029,5.7807,11.4907,0.2583,2.3388,2.3325,14.09,2.525,2.714,9.3033
129,567,Kuwait,690,KWT,2027,3,1.1575,0.2669,0.2507,0.2366,0.2849,0.1081,0.0083,2.1819,1.028,0.1544,0.1027,0.1436,1.7955
130,567,Qatar,694,QAT,2027,3,1.1328,0.2004,0.1894,0.1827,0.2085,0.011,0.0072,2.1043,0.2887,0.1544,0.0109,0.1436,0.3347
131,567,Saudi Arabia,670,SAU,2027,3,0.8549,0.2004,1.0146,0.1827,1.7582,1.1231,0.0222,1.3511,1.1472,0.1544,0.7529,0.1436,2.1494
132,567,United Arab Emirates,696,ARE,2027,3,1.1192,0.18,0.416,0.1655,0.5159,0.0265,0.0074,2.0625,0.2887,0.1544,0.0262,0.1436,0.3347
133,567,Afghanistan,700,AFG,2027,3,0.4776,3.201,1.1687,1.4353,2.2179,20.8406,0.4514,0.6122,1.8769,4.5624,3.0838,1.716,5.5332
134,567,Kyrgyzstan,703,KGZ,2027,3,1.3743,0.4916,0.3147,0.3998,0.3698,0.111,0.0083,2.9522,0.292,0.1544,0.1053,0.1436,0.3391
135,567,Nepal,790,NPL,2027,3,0.2629,0.8496,0.8881,0.615,1.4304,0.0397,0.0075,0.3008,0.3507,0.1544,0.0389,0.1436,0.42
136,567,Pakistan,770,PAK,2027,3,1.3508,3.1608,1.7531,1.4257,4.7722,328.5918,0.9813,2.8606,1.9515,116.5625,5.7979,4.767,6.0394
137,567,Tajikistan,702,TJK,2027,3,0.8852,0.8297,0.4082,0.6042,0.5041,0.5922,0.0144,1.4234,0.6152,0.1544,0.4651,0.1436,0.8501
138,567,Bangladesh,771,BGD,2027,3,1.0454,0.906,2.2327,0.645,8.3253,1.2488,0.0242,1.8445,1.1008,2.6189,0.8104,1.2862,2.0067
139,567,Bhutan,760,BTN,2027,3,0.405,0.6303,0.1285,0.4888,0.1371,0.018,0.0073,0.4993,0.3507,0.1544,0.0178,0.1436,0.42
140,567,Brunei,835,BRN,2027,3,0.2338,0.2828,0.1187,0.249,0.1261,0.0045,0.0071,0.2634,0.1204,0.1544,0.0045,0.1436,0.1279
142,567,Japan,740,JPN,2027,3,0.0844,0.1337,2.1648,0.1255,7.7128,0.0035,0.0071,0.0881,0.1236,0.1544,0.0035,0.1436,0.1316
143,567,North Korea,731,PRK,2027,3,0.449,0.4774,0.8144,0.3903,1.2578,0.0384,0.0075,0.5668,0.3507,0.1544,0.0377,0.1436,0.42
144,567,Palau,986,PLW,2027,3,0.2338,0.6555,0.1055,0.5041,0.1112,0.0049,0.0071,0.2634,0.1236,0.1544,0.0049,0.1436,0.1316
145,567,Philippines,840,PHL,2027,3,0.9882,0.7908,2.1185,0.5827,7.3185,27.0718,0.5474,1.6864,0.1236,15.5364,3.3348,2.8056,0.1316
146,567,South Korea,732,KOR,2027,3,0.1652,0.1438,1.3438,0.1343,2.8335,0.0066,0.0072,0.1796,0.1236,0.1544,0.0065,0.1436,0.1316
147,567,Cambodia,811,KHM,2027,3,0.9426,0.7077,0.5953,0.5351,0.8136,1.2205,0.0238,1.5667,1.0508,10.3496,0.7977,2.4292,1.8599
148,567,Laos,812,LAO,2027,3,1.2558,1.6064,0.33,0.958,0.391,0.9146,0.019,2.5107,1.1071,0.1544,0.6495,0.1436,2.0257
149,567,Myanmar,775,MMR,2027,3,0.4776,1.5214,1.3932,0.9248,3.0279,131.6508,0.9287,0.6122,1.9592,111.196,4.8877,4.7202,6.0936
150,567,Thailand,800,THA,2027,3,1.0677,0.2774,1.6675,0.2449,4.2989,7.1516,0.1529,1.9087,1.0945,27.2133,2.0982,3.3398,1.9877
151,567,Vietnam,816,VNM,2027,3,1.3353,0.46,2.0055,0.3784,6.4299,0.075,0.0079,2.801,0.3382,0.1544,0.0723,0.1436,0.4024
152,567,Marshall Is.,983,MHL,2027,3,0.2338,0.8597,0.1061,0.6204,0.1119,0.0034,0.0071,0.2634,0.1236,0.1544,0.0034,0.1436,0.1316
153,567,Micronesia,987,FSM,2027,3,0.2338,0.7302,0.1083,0.5482,0.1144,0.0036,0.0071,0.2634,0.1236,0.1544,0.0035,0.1436,0.1316
154,567,Botswana,571,BWA,2027,3,0.3439,1.8567,0.1795,1.0497,0.1967,0.0099,0.0072,0.4104,0.2753,0.1544,0.0098,0.1436,0.3169
155,567,Burundi,516,BDI,2027,3,1.0762,1.3336,0.5014,0.8474,0.651,0.9778,0.02,1.9335,1.2448,0.1544,0.682,0.1436,2.4721
156,567,Rwanda,517,RWA,2027,3,1.1944,1.2662,0.5069,0.8181,0.6602,0.7678,0.0169,2.3017,1.5576,0.1544,0.5697,0.1436,3.7473
157,567,Zambia,551,ZMB,2027,3,0.6244,1.2929,0.6884,0.8298,0.9905,0.2578,0.0101,0.8672,2.024,0.1544,0.2293,0.1436,6.5688
158,567,Zimbabwe,552,ZWE,2027,3,1.384,2.0776,0.5693,1.1242,0.7671,0.1916,0.0093,2.9909,1.0054,0.1544,0.1753,0.1436,1.7329
159,567,Comoros,581,COM,2027,3,1.2775,1.6463,0.1308,0.9731,0.1397,0.0305,0.0074,2.5877,0.1236,0.1544,0.03,0.1436,0.1316
160,567,Lesotho,570,LSO,2027,3,0.272,3.9344,0.1742,1.5962,0.1902,0.011,0.0072,0.3125,0.2752,0.1544,0.0109,0.1436,0.3168
161,567,Malawi,553,MWI,2027,3,0.335,1.1949,0.6968,0.7861,1.0074,0.0516,0.0077,0.3979,0.5262,0.1544,0.0504,0.1436,0.6924
162,567,Mozambique,541,MOZ,2027,3,1.3836,2.5803,1.0,1.2755,1.7182,14.5925,0.3289,2.9894,0.4508,3.6262,2.7468,1.5317,0.5695
163,567,South Africa,560,ZAF,2027,3,0.1518,0.906,1.5524,0.645,3.7227,1.454,0.0276,0.1639,0.3342,0.1544,0.8977,0.1436,0.3969
164,567,Swaziland,572,SWZ,2027,3,1.2319,2.3711,0.1419,1.2152,0.1525,0.1772,0.0091,2.4276,1.0052,0.1544,0.1631,0.1436,1.7325
165,567,Angola,540,AGO,2027,3,1.3855,1.8656,1.0702,1.0528,1.9159,1.9538,0.0364,2.9967,0.3678,18.3688,1.0831,2.9637,0.4445
166,567,Congo,484,COG,2027,3,1.3144,1.0844,0.2895,0.7345,0.3357,0.1424,0.0087,2.7225,2.329,0.1544,0.1331,0.1436,9.2676
167,567,"Congo, DRC",490,COD,2027,3,1.3564,2.4795,2.0731,1.2469,6.9498,163.4247,0.9476,2.8824,2.1923,15.5364,5.1025,2.8056,7.956
168,567,Fiji,950,FJI,2027,3,0.5379,0.8749,0.1326,0.6286,0.1418,0.0055,0.0072,0.7124,0.1236,0.1544,0.0054,0.1436,0.1316
169,567,Gabon,481,GAB,2027,3,1.3835,1.0206,0.1801,0.7034,0.1973,0.0234,0.0073,2.989,0.3677,0.1544,0.0231,0.1436,0.4444
170,567,Namibia,565,NAM,2027,3,0.2735,1.8744,0.1944,1.0558,0.2146,0.0268,0.0074,0.3146,0.8685,0.1544,0.0264,0.1436,1.3833
171,567,New Zealand,920,NZL,2027,3,0.0276,0.18,0.2611,0.1655,0.2984,0.0029,0.0071,0.028,0.1236,0.1544,0.0028,0.1436,0.1316
172,567,Madagascar,580,MDG,2027,3,1.3016,2.4466,0.9407,1.2374,1.5619,0.2341,0.0098,2.6753,0.1236,0.1544,0.2103,0.1436,0.1316
173,567,Mauritius,590,MUS,2027,3,0.7257,0.4429,0.1424,0.3667,0.153,0.0063,0.0072,1.0662,0.1236,0.1544,0.0062,0.1436,0.1316
174,567,Seychelles,591,SYC,2027,3,0.147,0.4295,0.1086,0.3573,0.1147,0.0051,0.0071,0.1584,0.1236,0.1544,0.0051,0.1436,0.1316
176,567,Timor Leste,860,TLS,2027,3,0.2289,1.6624,0.1466,0.9792,0.1579,0.0047,0.0071,0.2572,0.3341,0.1544,0.0047,0.1436,0.3967
177,567,Australia,900,AUS,2027,3,0.0281,0.1605,0.8311,0.1488,1.2958,0.0227,0.0073,0.0285,0.1236,0.1544,0.0225,0.1436,0.1316
178,567,Nauru,971,NRU,2027,3,0.2338,0.2855,0.1053,0.2511,0.111,0.0039,0.0071,0.2634,0.1236,0.1544,0.0039,0.1436,0.1316
179,567,Papua New Guinea,910,PNG,2027,3,0.6575,1.3683,0.4078,0.8622,0.5035,0.0835,0.008,0.93,0.3341,0.1544,0.0802,0.1436,0.3967
180,567,Solomon Is.,940,SLB,2027,3,0.2674,0.5507,0.1293,0.4387,0.1381,0.0046,0.0071,0.3065,0.1236,0.1544,0.0046,0.1436,0.1316
181,567,Tuvalu,973,TUV,2027,3,0.2338,0.5739,0.1052,0.4536,0.111,0.0045,0.0071,0.2634,0.1236,0.1544,0.0045,0.1436,0.1316
182,567,Vanuatu,935,VUT,2027,3,0.1266,0.4669,0.1147,0.3831,0.1216,0.0022,0.0071,0.135,0.1236,0.1544,0.0022,0.1436,0.1316
183,567,Canada,20,CAN,2027,3,0.0755,0.189,1.1411,0.1731,2.1302,0.0222,0.0073,0.0784,0.1235,0.1544,0.0219,0.1436,0.1315
184,567,Germany,260,DEU,2027,3,0.0376,0.1605,1.8232,0.1488,5.1915,0.0136,0.0072,0.0383,0.1236,0.1544,0.0135,0.1436,0.1316
198,567,Taiwan,713,TWN,2027,3,0.1147,0.0994,0.1049,0.0947,0.1106,0.0065,0.0072,0.1216,0.1236,0.1544,0.0065,0.1436,0.1316
199,567,China,710,CHN,2027,3,0.7347,0.1912,1.7894,0.175,4.9859,0.1959,0.0093,1.0849,1.1023,0.1544,0.1789,0.1436,2.011
205,567,Malaysia,820,MYS,2027,3,0.7517,0.2463,1.0202,0.2202,1.7737,0.0429,0.0076,1.1207,1.0758,0.1544,0.042,0.1436,1.9323
206,567,Singapore,830,SGP,2027,3,0.8352,0.1317,0.2811,0.1237,0.3245,0.0074,0.0072,1.3054,0.1204,0.1544,0.0074,0.1436,0.1279
