country_id,month_id,country,gwcode,isoab,year,month,surrogate_mean_dem_ln,surrogate_mean_imr,surrogate_mean_pop_ln,surrogate_mean_imr_ln,surrogate_mean_pop,main_mean,main_dich,surrogate_mean_dem,surrogate_mean_nch_ln,surrogate_mean_ch,main_mean_ln,surrogate_mean_ch_ln,surrogate_mean_nch
222,555,Egypt,651,EGY,2026,3,1.2912,0.4918,2.0182,0.4,6.5247,1.3506,0.019,2.6371,1.8133,2.9056,0.8547,1.3624,5.1308
223,555,India,750,IND,2026,3,1.0281,0.8912,0.9223,0.6372,1.515,59.0863,0.8413,1.7956,1.1347,20.1605,4.0958,3.0521,2.1103
231,555,Montenegro,341,MNE,2026,3,0.2904,0.0805,0.1071,0.0774,0.113,0.0018,0.0044,0.3369,0.1037,0.1095,0.0018,0.1039,0.1093
232,555,Kosovo,347,XKX,2026,3,0.2521,0.0393,0.0889,0.0386,0.093,0.0179,0.0045,0.2868,0.1039,0.1095,0.0177,0.1039,0.1095
233,555,Serbia,340,SRB,2026,3,1.269,0.1333,0.276,0.1251,0.3179,0.0013,0.0044,2.5571,0.1039,0.1095,0.0013,0.1039,0.1095
234,555,United States,2,USA,2026,3,0.0461,0.1572,0.81,0.146,1.248,0.0237,0.0046,0.0471,0.3232,0.1095,0.0234,0.1039,0.3816
235,555,Uganda,500,UGA,2026,3,1.3075,1.0775,1.2565,0.7312,2.513,0.4892,0.0087,2.6968,2.2418,0.1095,0.3982,0.1039,8.4103
237,555,Kenya,501,KEN,2026,3,0.4227,1.6031,1.3665,0.9567,2.9215,11.7324,0.2706,0.5262,2.2092,26.9744,2.5441,3.3313,8.1084
242,555,Tanzania,510,TZA,2026,3,0.6843,1.2318,1.5516,0.8028,3.7192,0.0586,0.0048,0.9823,2.0911,0.1095,0.0569,0.1039,7.0941
243,555,Morocco,600,MAR,2026,3,1.1927,0.4683,1.0289,0.3841,1.7981,0.4438,0.0082,2.2959,0.2129,0.1095,0.3673,0.1039,0.2373
244,555,Mauritania,435,MRT,2026,3,1.3045,1.3107,0.2366,0.8376,0.267,0.1101,0.0052,2.6859,1.2122,0.1095,0.1045,0.1039,2.3608
245,555,Sudan,625,SDN,2026,3,0.7293,2.0206,1.2642,1.1055,2.5402,265.1479,0.9849,1.0735,2.0287,249.1788,5.5841,5.5222,6.6041
246,555,South Sudan,626,SSD,2026,3,1.0261,8.342,0.4204,2.2345,0.5225,5.4409,0.1012,1.79,1.8837,0.1095,1.8627,0.1039,5.5777
1,556,Guyana,110,GUY,2026,4,0.9205,0.8678,0.1173,0.6248,0.1245,0.0147,0.0047,1.5106,0.3216,0.1132,0.0145,0.1072,0.3793
2,556,Suriname,115,SUR,2026,4,0.1398,0.465,0.1116,0.3818,0.118,0.011,0.0047,0.1501,0.3216,0.1132,0.011,0.1072,0.3793
3,556,Trinidad and Tobago,52,TTO,2026,4,0.1446,0.5461,0.1329,0.4357,0.1421,0.0123,0.0047,0.1556,0.1114,0.1132,0.0122,0.1072,0.1178
4,556,Venezuela,101,VEN,2026,4,0.8509,0.7456,0.8282,0.5571,1.2892,0.2459,0.0067,1.3416,1.0549,0.1132,0.2199,0.1072,1.8716
5,556,Samoa,990,WSM,2026,4,0.2549,0.3763,0.0994,0.3194,0.1045,0.0114,0.0047,0.2904,0.1114,0.1132,0.0114,0.1072,0.1178
6,556,Tonga,972,TON,2026,4,0.2549,0.2249,0.0961,0.2028,0.1009,0.0113,0.0047,0.2904,0.1114,0.1132,0.0113,0.1072,0.1178
7,556,Argentina,160,ARG,2026,4,0.1883,0.2305,1.1852,0.2075,2.2713,0.012,0.0047,0.2072,0.3216,0.1132,0.0119,0.1072,0.3793
8,556,Bolivia,145,BOL,2026,4,0.9249,0.6719,0.4379,0.514,0.5495,0.0606,0.0051,1.5217,0.6861,0.1132,0.0589,0.1072,0.986
9,556,Brazil,140,BRA,2026,4,0.0878,0.3659,1.9692,0.3118,6.1647,4.5932,0.0817,0.0917,0.6861,1.326,1.7215,0.8442,0.986
10,556,Chile,155,CHL,2026,4,0.0216,0.176,0.6247,0.1621,0.8677,0.0043,0.0046,0.0219,0.1333,0.1132,0.0043,0.1072,0.1426
11,556,Ecuador,130,ECU,2026,4,0.3793,0.319,0.5844,0.2768,0.7939,1.0415,0.0154,0.4613,0.6861,0.1132,0.7137,0.1072,0.986
12,556,Paraguay,150,PRY,2026,4,0.5946,0.4611,0.2902,0.3792,0.3366,0.0348,0.0049,0.8123,0.3216,0.1132,0.0342,0.1072,0.3793
13,556,Peru,135,PER,2026,4,0.2663,0.4012,0.9555,0.3374,1.6001,0.3807,0.0079,0.3051,1.8289,0.1132,0.3226,0.1072,5.2267
14,556,Uruguay,165,URY,2026,4,0.0361,0.1581,0.1909,0.1468,0.2103,0.0052,0.0046,0.0368,0.3216,0.1132,0.0052,0.1072,0.3793
16,556,Guatemala,90,GTM,2026,4,0.317,0.5762,0.5911,0.455,0.806,0.0816,0.0052,0.373,0.3216,0.1132,0.0784,0.1072,0.3793
17,556,Mexico,70,MEX,2026,4,1.1777,0.3093,2.0936,0.2695,7.1142,5.3168,0.0989,2.2467,0.1113,6.6107,1.8432,2.0296,0.1178
18,556,Barbados,53,BRB,2026,4,0.1213,0.2627,0.1013,0.2333,0.1066,0.0044,0.0046,0.1289,0.1114,0.1132,0.0044,0.1072,0.1178
19,556,Dominica,54,DMA,2026,4,0.2549,1.4959,0.095,0.9147,0.0996,0.0161,0.0047,0.2904,0.1114,0.1132,0.016,0.1072,0.1178
20,556,Grenada,55,GRD,2026,4,0.2549,0.5252,0.0965,0.4221,0.1013,0.0142,0.0047,0.2904,0.1114,0.1132,0.0141,0.1072,0.1178
21,556,St. Lucia,56,LCA,2026,4,0.2549,0.4306,0.0983,0.3581,0.1033,0.0131,0.0047,0.2904,0.1114,0.1132,0.013,0.1072,0.1178
22,556,St. Vincent and the Grenadines,57,VCT,2026,4,0.2549,0.281,0.096,0.2476,0.1007,0.0129,0.0047,0.2904,0.1114,0.1132,0.0128,0.1072,0.1178
23,556,Dominican Republic,42,DOM,2026,4,0.3674,1.1494,0.4119,0.7652,0.5097,0.1864,0.0061,0.444,0.3216,0.1132,0.1709,0.1072,0.3793
24,556,Haiti,41,HTI,2026,4,1.0879,2.166,0.421,1.1525,0.5235,14.8121,0.3472,1.9681,0.1114,16.0986,2.7608,2.839,0.1178
25,556,Jamaica,51,JAM,2026,4,0.1112,0.5938,0.1752,0.4661,0.1915,0.0629,0.0051,0.1176,0.1114,0.1132,0.061,0.1072,0.1178
26,556,Bahamas,31,BHS,2026,4,0.2549,0.3288,0.1048,0.2843,0.1105,0.0139,0.0047,0.2904,0.1114,0.1132,0.0138,0.1072,0.1178
27,556,Belize,80,BLZ,2026,4,0.2549,0.3093,0.1052,0.2695,0.111,0.0448,0.0049,0.2904,0.3216,0.1132,0.0438,0.1072,0.3793
28,556,Colombia,100,COL,2026,4,0.1849,0.3125,1.3147,0.2719,2.7236,17.3719,0.4072,0.2032,1.4866,13.1418,2.9108,2.6491,3.4218
29,556,Costa Rica,94,CRI,2026,4,0.0092,0.2597,0.2401,0.2309,0.2714,0.0064,0.0046,0.0092,0.1114,0.1132,0.0063,0.1072,0.1178
30,556,Cuba,40,CUB,2026,4,0.9055,0.1865,0.4,0.171,0.4918,0.0124,0.0047,1.4731,0.1114,0.1132,0.0124,0.1072,0.1178
31,556,El Salvador,92,SLV,2026,4,1.1641,0.2597,0.2738,0.2309,0.315,0.0338,0.0049,2.203,0.1114,0.1132,0.0333,0.1072,0.1178
32,556,Honduras,91,HND,2026,4,0.6203,0.3941,0.3959,0.3322,0.4857,0.0286,0.0048,0.8594,0.1114,0.1132,0.0282,0.1072,0.1178
33,556,Nicaragua,93,NIC,2026,4,0.5191,0.2934,0.2898,0.2573,0.3362,0.0449,0.0049,0.6805,0.1114,0.1132,0.0439,0.1072,0.1178
34,556,Panama,95,PAN,2026,4,0.1663,0.3029,0.2228,0.2646,0.2496,0.0049,0.0046,0.1809,0.3216,0.1132,0.0049,0.1072,0.3793
35,556,Antigua and Barbuda,58,ATG,2026,4,0.2549,0.2054,0.0958,0.1868,0.1005,0.014,0.0047,0.2904,0.1114,0.1132,0.0139,0.1072,0.1178
36,556,St. Kitts and Nevis,60,KNA,2026,4,0.2549,0.4306,0.0944,0.3581,0.099,0.0129,0.0047,0.2904,0.1114,0.1132,0.0129,0.1072,0.1178
37,556,Iceland,395,ISL,2026,4,0.0448,0.0748,0.1049,0.0722,0.1106,0.0059,0.0046,0.0459,0.1114,0.1132,0.0059,0.1072,0.1178
38,556,Ireland,205,IRL,2026,4,-0.0032,0.1078,0.2471,0.1023,0.2803,0.0078,0.0046,-0.0032,0.1114,0.1132,0.0077,0.1072,0.1178
39,556,United Kingdom,200,GBR,2026,4,0.0511,0.1216,1.5697,0.1148,3.8051,0.0025,0.0046,0.0525,0.1114,0.1132,0.0025,0.1072,0.1178
40,556,Cape Verde,402,CPV,2026,4,0.1337,0.3157,0.1084,0.2744,0.1145,0.0049,0.0046,0.1431,0.1114,0.1132,0.0049,0.1072,0.1178
41,556,Cote d'Ivoire,437,CIV,2026,4,1.1777,2.9203,0.9064,1.3662,1.4754,0.0561,0.005,2.2467,1.0555,0.1132,0.0546,0.1072,1.8734
42,556,Ghana,452,GHA,2026,4,0.1773,1.1361,0.96,0.759,1.6117,0.3274,0.0074,0.194,1.0611,0.1132,0.2832,0.1072,1.8895
43,556,Liberia,450,LBR,2026,4,0.5286,3.8145,0.2536,1.5716,0.2887,0.004,0.0046,0.6965,0.1098,0.1132,0.004,0.1072,0.116
45,556,Portugal,235,PRT,2026,4,0.052,0.0899,0.3926,0.0861,0.4808,0.0011,0.0046,0.0534,0.1113,0.1132,0.0011,0.1072,0.1178
46,556,Spain,230,ESP,2026,4,0.0575,0.0899,1.2425,0.0861,2.4644,0.0023,0.0046,0.0592,0.1114,0.1132,0.0023,0.1072,0.1178
47,556,Burkina Faso,439,BFA,2026,4,1.3032,2.6868,0.7159,1.3048,1.0461,119.3964,0.9418,2.6809,2.2542,197.3521,4.7908,5.29,8.5276
48,556,Guinea,438,GIN,2026,4,1.0614,5.5159,0.4988,1.8742,0.6467,0.068,0.0051,1.8904,0.3339,0.1132,0.0658,0.1072,0.3964
49,556,Guinea-Bissau,404,GNB,2026,4,1.336,2.4798,0.1569,1.247,0.1699,0.0204,0.0047,2.8037,0.1086,0.1132,0.0202,0.1072,0.1147
50,556,Mali,432,MLI,2026,4,1.3339,4.711,0.7378,1.7424,1.0914,107.9341,0.9319,2.7958,1.7031,112.9541,4.6907,4.7358,4.4912
52,556,Senegal,433,SEN,2026,4,0.3345,1.2746,0.5935,0.8218,0.8103,0.0259,0.0048,0.3972,0.6211,0.1132,0.0256,0.1072,0.8609
53,556,Sierra Leone,451,SLE,2026,4,0.7716,4.4452,0.3371,1.6947,0.4009,0.0104,0.0047,1.1631,0.1112,0.1132,0.0104,0.1072,0.1176
54,556,The Gambia,420,GMB,2026,4,0.2426,1.5532,0.173,0.9374,0.1888,0.0091,0.0047,0.2745,0.1086,0.1132,0.0091,0.1072,0.1147
55,556,Djibouti,522,DJI,2026,4,1.2822,2.6369,0.1271,1.2911,0.1355,0.0461,0.005,2.6044,1.0921,0.1132,0.0451,0.1072,1.9804
56,556,Eritrea,531,ERI,2026,4,0.3855,0.9658,0.1951,0.6759,0.2154,0.0403,0.0049,0.4704,1.0572,0.1132,0.0395,0.1072,1.8783
57,556,Ethiopia,530,ETH,2026,4,1.1942,1.7169,2.0977,0.9995,7.1476,196.067,0.9736,2.3009,2.2555,148.0855,5.2835,5.0045,8.5398
58,556,Mongolia,712,MNG,2026,4,0.5904,0.3288,0.1948,0.2843,0.2151,0.016,0.0047,0.8046,0.3375,0.1132,0.0159,0.1072,0.4015
60,556,Iraq,645,IRQ,2026,4,1.2488,0.7106,1.1917,0.5369,2.2925,12.8948,0.2989,2.486,2.1974,3.7457,2.6315,1.5572,8.0011
62,556,Jordan,663,JOR,2026,4,1.0933,0.3556,0.4152,0.3042,0.5147,0.0535,0.005,1.984,2.2413,0.1132,0.0521,0.1072,8.4057
63,556,Kazakhstan,705,KAZ,2026,4,1.3139,0.2137,0.6449,0.1936,0.9059,0.0156,0.0047,2.7208,0.5911,0.1132,0.0155,0.1072,0.806
64,556,Norway,385,NOR,2026,4,-0.006,0.0748,0.2525,0.0722,0.2872,0.0043,0.0046,-0.006,0.3216,0.1132,0.0043,0.1072,0.3793
65,556,Russia,365,RUS,2026,4,0.9142,0.1146,2.1267,0.1085,7.3873,30.0747,0.6259,1.4948,0.7105,42.1111,3.4364,3.7638,1.0349
66,556,Sweden,380,SWE,2026,4,-0.0073,0.077,0.389,0.0741,0.4756,0.0025,0.0046,-0.0073,0.1114,0.1132,0.0025,0.1072,0.1178
67,556,Algeria,615,DZA,2026,4,1.2666,0.6577,1.206,0.5054,2.3402,0.2274,0.0065,2.5488,2.2476,0.1132,0.2049,0.1072,8.465
69,556,Cameroon,471,CMR,2026,4,1.3246,2.2633,0.8443,1.1827,1.3264,16.4546,0.3863,2.7605,1.7953,9.4933,2.8596,2.3507,5.0212
70,556,Central African Republic,482,CAF,2026,4,1.2036,5.2791,0.2457,1.8372,0.2786,5.2661,0.0977,2.332,2.1741,0.1132,1.8352,0.1072,7.7944
73,556,Tunisia,616,TUN,2026,4,1.1532,0.3029,0.4343,0.2646,0.5439,0.1289,0.0056,2.1684,0.4985,0.1132,0.1212,0.1072,0.6463
74,556,Benin,434,BEN,2026,4,0.8577,2.8936,0.4913,1.3593,0.6344,2.3338,0.0352,1.3578,2.2533,0.1132,1.2041,0.1072,8.5192
76,556,Equatorial Guinea,411,GNQ,2026,4,0.8509,3.2704,0.148,1.4517,0.1596,0.0292,0.0048,1.3416,0.3216,0.1132,0.0288,0.1072,0.3793
77,556,Kiribati,970,KIR,2026,4,0.2549,2.1029,0.097,1.1323,0.1018,0.013,0.0047,0.2904,0.1114,0.1132,0.0129,0.1072,0.1178
78,556,Niger,436,NER,2026,4,1.3378,6.9226,0.797,2.0697,1.2189,46.8006,0.7752,2.8105,1.6062,35.156,3.867,3.5878,3.984
79,556,Nigeria,475,NGA,2026,4,0.9205,5.2159,1.8343,1.8271,5.2606,235.1743,0.9804,1.5106,2.232,239.8241,5.4646,5.4841,8.3186
80,556,Sao Tome and Principe,403,STP,2026,4,0.1788,0.2657,0.0999,0.2357,0.1051,0.0049,0.0046,0.1957,0.1114,0.1132,0.0049,0.1072,0.1178
81,556,Togo,461,TGO,2026,4,1.3421,1.7348,0.3607,1.0061,0.4344,1.1894,0.0174,2.8269,1.0549,0.1132,0.7836,0.1072,1.8716
82,556,Albania,339,ALB,2026,4,0.5611,0.2334,0.1717,0.2098,0.1873,0.0101,0.0047,0.7526,0.1106,0.1132,0.01,0.1072,0.1169
83,556,Bosnia and Herzegovina,346,BIH,2026,4,0.7988,0.1531,0.1845,0.1424,0.2026,0.036,0.0049,1.2229,0.1106,0.1132,0.0354,0.1072,0.117
84,556,Croatia,344,HRV,2026,4,0.1484,0.1193,0.2045,0.1127,0.2269,0.0308,0.0048,0.16,0.1106,0.1132,0.0303,0.1072,0.1169
85,556,Italy,325,ITA,2026,4,0.0939,0.0834,1.4162,0.0801,3.1212,0.0017,0.0046,0.0985,0.1114,0.1132,0.0017,0.1072,0.1178
86,556,Macedonia,343,MKD,2026,4,0.6551,0.0943,0.1452,0.0901,0.1562,0.0035,0.0046,0.9253,0.1104,0.1132,0.0035,0.1072,0.1167
87,556,Malta,338,MLT,2026,4,0.1398,0.1408,0.1098,0.1317,0.1161,0.0046,0.0046,0.1501,0.1114,0.1132,0.0046,0.1072,0.1178
89,556,Bulgaria,355,BGR,2026,4,0.241,0.1456,0.2768,0.136,0.3188,0.0086,0.0047,0.2725,0.2027,0.1132,0.0086,0.1072,0.2246
90,556,Cyprus,352,CYP,2026,4,0.1327,0.0965,0.1326,0.0921,0.1418,0.0017,0.0046,0.1419,0.1114,0.1132,0.0017,0.1072,0.1178
92,556,Georgia,372,GEO,2026,4,0.8622,0.2249,0.199,0.2028,0.2202,0.0187,0.0047,1.3684,1.6818,0.1132,0.0185,0.1072,4.3751
93,556,Greece,350,GRC,2026,4,0.1712,0.1032,0.3842,0.0982,0.4684,0.0058,0.0046,0.1867,0.2017,0.1132,0.0058,0.1072,0.2235
94,556,Lebanon,660,LBN,2026,4,1.2991,0.4966,0.259,0.4032,0.2956,13.3976,0.3118,2.6661,1.0549,25.9184,2.6671,3.2928,1.8716
96,556,Turkey,640,TUR,2026,4,1.2699,0.2568,1.7723,0.2285,4.8846,1.3607,0.0197,2.5604,2.2557,0.1132,0.859,0.1072,8.5416
97,556,Austria,305,AUT,2026,4,0.0422,0.0899,0.3516,0.0861,0.4214,0.0043,0.0046,0.0431,0.1114,0.1132,0.0043,0.1072,0.1178
98,556,Czech Republic,316,CZE,2026,4,0.0024,0.0791,0.3974,0.0761,0.4879,0.0007,0.0046,0.0024,0.1114,0.1132,0.0007,0.1072,0.1178
99,556,Denmark,390,DNK,2026,4,-0.0028,0.0987,0.2638,0.0942,0.3018,0.0016,0.0046,-0.0028,0.1114,0.1132,0.0016,0.1072,0.1178
100,556,Hungary,310,HUN,2026,4,0.9071,0.1032,0.362,0.0982,0.4362,0.0311,0.0048,1.4772,0.323,0.1132,0.0307,0.1072,0.3812
101,556,Poland,290,POL,2026,4,0.1498,0.1146,1.0046,0.1085,1.7309,0.0191,0.0047,0.1616,1.0549,0.1132,0.0189,0.1072,1.8717
102,556,Slovakia,317,SVK,2026,4,0.1663,0.1481,0.2483,0.1381,0.2818,0.002,0.0046,0.1809,0.3216,0.1132,0.002,0.1072,0.3793
103,556,Slovenia,349,SVN,2026,4,0.1484,0.0727,0.1548,0.0702,0.1674,0.0007,0.0046,0.16,0.1114,0.1132,0.0007,0.1072,0.1178
104,556,Belgium,211,BEL,2026,4,0.0092,0.0987,0.4238,0.0942,0.5277,0.0027,0.0046,0.0092,0.1114,0.1132,0.0027,0.1072,0.1178
105,556,France,220,FRA,2026,4,0.0131,0.1078,1.5597,0.1023,3.7574,0.0065,0.0046,0.0131,0.1113,0.1132,0.0065,0.1072,0.1178
107,556,Luxembourg,212,LUX,2026,4,0.0247,0.077,0.1128,0.0741,0.1194,0.0009,0.0046,0.025,0.1114,0.1132,0.0009,0.1072,0.1178
108,556,Netherlands,210,NLD,2026,4,0.0431,0.11,0.5809,0.1044,0.7876,0.0017,0.0046,0.044,0.1114,0.1132,0.0017,0.1072,0.1178
109,556,Switzerland,225,CHE,2026,4,-0.0076,0.11,0.3477,0.1044,0.4158,0.0006,0.0046,-0.0076,0.1114,0.1132,0.0006,0.1072,0.1178
110,556,Belarus,370,BLR,2026,4,0.7194,0.0748,0.3504,0.0722,0.4197,0.0888,0.0053,1.0532,1.0549,0.1132,0.0851,0.1072,1.8716
111,556,Estonia,366,EST,2026,4,-0.008,0.0685,0.133,0.0663,0.1423,-0.0006,0.0046,-0.0079,0.3216,0.1132,-0.0006,0.1072,0.3793
112,556,Finland,375,FIN,2026,4,0.0111,0.0727,0.2543,0.0702,0.2896,0.006,0.0046,0.0111,0.3216,0.1132,0.0059,0.1072,0.3793
113,556,Latvia,367,LVA,2026,4,0.0396,0.0877,0.1472,0.0841,0.1586,0.0414,0.0049,0.0404,0.3216,0.1132,0.0406,0.1072,0.3793
114,556,Lithuania,368,LTU,2026,4,0.0677,0.0943,0.1766,0.0901,0.1932,0.0004,0.0046,0.07,0.3216,0.1132,0.0004,0.1072,0.3793
115,556,Moldova,359,MDA,2026,4,0.2265,0.4012,0.1623,0.3374,0.1763,0.0203,0.0047,0.2542,0.3216,0.1132,0.0201,0.1072,0.3793
116,556,Romania,360,ROU,2026,4,0.3823,0.1556,0.6076,0.1446,0.836,0.0155,0.0047,0.4657,0.3229,0.1132,0.0153,0.1072,0.3812
117,556,Ukraine,369,UKR,2026,4,1.2346,0.2192,1.0315,0.1982,1.8053,458.439,0.9935,2.437,0.3216,261.1884,6.13,5.5691,0.3793
118,556,Maldives,781,MDV,2026,4,0.456,0.1456,0.1085,0.136,0.1146,0.0045,0.0046,0.5778,0.1114,0.1132,0.0045,0.1072,0.1178
119,556,Oman,698,OMN,2026,4,1.3246,0.2363,0.2444,0.2121,0.2768,0.043,0.0049,2.7605,0.9854,0.1132,0.0421,0.1072,1.6788
120,556,Somalia,520,SOM,2026,4,1.2958,7.0265,0.6061,2.0827,0.8332,297.2722,0.9867,2.654,1.0572,155.8437,5.698,5.0553,1.8783
121,556,Sri Lanka,780,LKA,2026,4,0.2797,0.1531,0.677,0.1424,0.9679,0.0052,0.0046,0.3228,0.1114,0.1132,0.0052,0.1072,0.1178
122,556,Turkmenistan,701,TKM,2026,4,0.6864,1.3481,0.3057,0.8536,0.3576,0.1247,0.0056,0.9866,1.0581,0.1132,0.1175,0.1072,1.8808
123,556,Uzbekistan,704,UZB,2026,4,1.0814,0.3729,1.0006,0.3169,1.7199,0.1116,0.0055,1.9489,1.2879,0.1132,0.1058,0.1072,2.6251
124,556,Yemen,678,YEM,2026,4,0.8318,1.6293,1.0864,0.9667,1.9636,91.6221,0.9126,1.2975,0.2779,30.5264,4.5285,3.4508,0.3203
125,556,Armenia,371,ARM,2026,4,0.4895,0.2508,0.1808,0.2238,0.1982,0.1341,0.0057,0.6315,1.3054,0.1132,0.1258,0.1072,2.6891
126,556,Azerbaijan,373,AZE,2026,4,0.8966,0.3941,0.3792,0.3322,0.4612,0.5802,0.01,1.4514,1.9869,0.1132,0.4576,0.1072,6.2926
127,556,Bahrain,692,BHR,2026,4,0.8786,0.2026,0.1393,0.1845,0.1494,0.0071,0.0046,1.4076,0.1114,0.1132,0.0071,0.1072,0.1178
128,556,Iran,630,IRN,2026,4,1.1641,0.3061,1.8351,0.267,5.266,11.7279,0.2684,2.203,2.2062,12.4078,2.5438,2.5958,8.0815
129,556,Kuwait,690,KWT,2026,4,1.1239,0.2137,0.2357,0.1936,0.2658,0.0422,0.0049,2.0769,0.9854,0.1132,0.0413,0.1072,1.6788
130,556,Qatar,694,QAT,2026,4,1.0943,0.1432,0.1758,0.1338,0.1922,0.017,0.0047,1.9872,0.2779,0.1132,0.0169,0.1072,0.3203
131,556,Saudi Arabia,670,SAU,2026,4,0.8318,0.1432,0.9784,0.1338,1.6602,0.7626,0.012,1.2975,1.0991,0.1132,0.5668,0.1072,2.0015
132,556,United Arab Emirates,696,ARE,2026,4,1.0814,0.1216,0.3972,0.1148,0.4877,0.0159,0.0047,1.9489,0.2779,0.1132,0.0158,0.1072,0.3203
133,556,Afghanistan,700,AFG,2026,4,0.4803,3.4649,1.127,1.4962,2.0863,17.7112,0.4148,0.6166,1.7956,3.7457,2.9291,1.5572,5.0234
134,556,Kyrgyzstan,703,KGZ,2026,4,1.3351,0.4534,0.2983,0.3739,0.3476,0.0505,0.005,2.8005,0.2811,0.1132,0.0492,0.1072,0.3246
135,556,Nepal,790,NPL,2026,4,0.2212,0.8402,0.8561,0.6099,1.354,0.0142,0.0047,0.2476,0.3375,0.1132,0.0141,0.1072,0.4015
136,556,Pakistan,770,PAK,2026,4,1.314,3.4192,1.6882,1.486,4.4098,223.7104,0.9787,2.7208,1.867,145.0473,5.4148,4.9839,5.4692
137,556,Tajikistan,702,TJK,2026,4,0.8602,0.8186,0.3896,0.5981,0.4764,0.4134,0.0083,1.3637,0.5911,0.1132,0.346,0.1072,0.806
138,556,Bangladesh,771,BGD,2026,4,1.0113,0.9016,2.1211,0.6427,7.3399,1.3858,0.0201,1.7491,1.0549,2.2368,0.8695,1.1746,1.8716
139,556,Bhutan,760,BTN,2026,4,0.356,0.6027,0.1162,0.4717,0.1232,0.0155,0.0047,0.4276,0.3375,0.1132,0.0153,0.1072,0.4015
140,556,Brunei,835,BRN,2026,4,0.2549,0.2305,0.1066,0.2075,0.1125,0.0081,0.0046,0.2904,0.1085,0.1132,0.0081,0.1072,0.1146
142,556,Japan,740,JPN,2026,4,0.0677,0.0727,2.0659,0.0702,6.8926,0.0025,0.0046,0.07,0.1114,0.1132,0.0025,0.1072,0.1178
143,556,North Korea,731,PRK,2026,4,0.4538,0.4382,0.7848,0.3634,1.1919,0.0436,0.0049,0.5743,0.3375,0.1132,0.0426,0.1072,0.4015
144,556,Palau,986,PLW,2026,4,0.2549,0.6298,0.0936,0.4885,0.0981,0.012,0.0047,0.2904,0.1114,0.1132,0.0119,0.1072,0.1178
145,556,Philippines,840,PHL,2026,4,0.9514,0.7763,2.024,0.5746,6.5684,16.9758,0.3983,1.5893,0.1114,13.8778,2.889,2.6999,0.1178
146,556,South Korea,732,KOR,2026,4,0.1427,0.0834,1.295,0.0801,2.6508,0.0011,0.0046,0.1534,0.1114,0.1132,0.0011,0.1072,0.1178
147,556,Cambodia,811,KHM,2026,4,0.9142,0.6863,0.572,0.5225,0.7718,0.9955,0.0149,1.4948,1.0071,8.7699,0.6909,2.2793,1.7377
148,556,Laos,812,LAO,2026,4,1.2126,1.6726,0.3133,0.9831,0.3679,0.6517,0.0108,2.3622,1.0609,0.1132,0.5018,0.1072,1.8889
149,556,Myanmar,775,MMR,2026,4,0.4803,1.5783,1.3423,0.9471,2.8277,107.4678,0.9315,0.6166,1.8744,137.6308,4.6865,4.9318,5.5168
150,556,Thailand,800,THA,2026,4,1.0327,0.2249,1.6033,0.2028,3.9692,6.2903,0.1233,1.8087,1.0488,26.6842,1.9865,3.3209,1.8543
151,556,Vietnam,816,VNM,2026,4,1.2906,0.4195,1.9202,0.3503,5.822,0.037,0.0049,2.6349,0.3255,0.1132,0.0364,0.1072,0.3847
152,556,Marshall Is.,983,MHL,2026,4,0.2549,0.8512,0.0941,0.6158,0.0987,0.0113,0.0047,0.2904,0.1114,0.1132,0.0112,0.1072,0.1178
153,556,Micronesia,987,FSM,2026,4,0.2549,0.7106,0.0963,0.5369,0.1011,0.0114,0.0047,0.2904,0.1114,0.1132,0.0113,0.1072,0.1178
154,556,Botswana,571,BWA,2026,4,0.2964,1.9512,0.1661,1.0822,0.1807,0.0069,0.0046,0.345,0.265,0.1132,0.0069,0.1072,0.3034
155,556,Burundi,516,BDI,2026,4,1.0405,1.3707,0.4805,0.8632,0.6169,0.7815,0.0123,1.8306,1.1922,0.1132,0.5775,0.1072,2.2943
156,556,Rwanda,517,RWA,2026,4,1.1534,1.2963,0.4859,0.8313,0.6257,0.4002,0.0081,2.1688,1.4906,0.1132,0.3366,0.1072,3.44
157,556,Zambia,551,ZMB,2026,4,0.5777,1.3257,0.6625,0.844,0.9396,0.0672,0.0051,0.782,1.9365,0.1132,0.065,0.1072,5.9345
158,556,Zimbabwe,552,ZWE,2026,4,1.3413,2.1981,0.5467,1.1625,0.7276,0.1448,0.0058,2.8239,0.9638,0.1132,0.1352,0.1072,1.6215
159,556,Comoros,581,COM,2026,4,1.2337,1.7169,0.1183,0.9995,0.1256,0.0139,0.0047,2.4339,0.1114,0.1132,0.0138,0.1072,0.1178
160,556,Lesotho,570,LSO,2026,4,0.2293,4.2985,0.1609,1.6674,0.1745,0.0035,0.0046,0.2577,0.2649,0.1132,0.0035,0.1072,0.3033
161,556,Malawi,553,MWI,2026,4,0.2879,1.2178,0.6707,0.7965,0.9556,0.0294,0.0048,0.3336,0.5059,0.1132,0.029,0.1072,0.6584
162,556,Mozambique,541,MOZ,2026,4,1.3428,2.7629,0.9643,1.3252,1.623,16.0623,0.3772,2.8298,0.4336,3.0166,2.8369,1.3904,0.5429
163,556,South Africa,560,ZAF,2026,4,0.1321,0.9016,1.494,0.6427,3.455,1.128,0.0166,0.1412,0.3217,0.1132,0.7552,0.1072,0.3795
